Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissements
505668;ADM;PASS;1;10;12;6;16;10;13;10;15;14;;15;184;M;16;CEG KARA-TOMDE
505669;AJ;;0;5;10;8;15;6;11;7;10;14;6;;143;F;19;CPL LA VOIE DE L'UNIVERSITE DE KARA
505670;ADM;ABIEN;1;12;11;5;19;11;17;16;19;13;;15;217;M;16;CEG KARA-TOMDE
505671;ADM;PASS;0;6;10;10;17;7;12;10;13;13;;12;169;M;22;CEG KARA-TOMDE
505672;ADM;PASS;0;8;11;6;15;12;12;9;15;10;14;;172;M;15;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505673;ADM;PASS;0;7;11;7;18;9;13;10;17;10;;12;179;F;18;CEG KARA-TOMDE
505674;ADM;TBIEN;15;17;10;16;20;12;20;14;17;15;;13;258;F;16;CEG KARA-TOMDE
505675;ADM;ABIEN;0;12;13;8;16;12;13;11;16;15;15;;200;F;14;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505676;ADM;PASS;1;4;11;6;16;8;15;4;15;12;13;;160;F;15;CEG KARA-TOMDE
505677;ADM;ABIEN;0;9;15;7;19;9;17;10;16;14;8;;199;F;18;CEG KARA-TOMDE
505678;ADM;PASS;0;7;11;7;14;10;16;10;13;15;10;;174;F;14;CEG KARA-TOMDE
505679;ADM;PASS;0;10;10;6;18;9;17;9;15;10;14;;182;M;15;CPL LA VOIE DE L'UNIVERSITE DE KARA
505680;ADM;PASS;0;7;10;8;17;8;14;7;16;12;;11;170;M;19;CEG KARA-TOMDE
505681;ADM;ABIEN;1;7;16;7;19;8;18;7;15;10;14;;192;F;14;CEG KARA-TOMDE
505682;ADM;ABIEN;7;8;14;6;20;11;16;10;17;10;15;;208;M;16;CEG KARA-TOMDE
505683;ADM;PASS;0;11;13;7;17;8;16;9;17;10;15;;190;F;15;CEG KARA-TOMDE
505684;ADM;ABIEN;0;8;14;11;19;6;14;13;16;14;14;;202;M;15;CEG KARA-TOMDE
505685;ADM;PASS;1;14;11;8;18;7;11;8;9;10;11;;160;M;17;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505686;ADM;PASS;0;9;11;8;14;8;13;10;17;10;13;;174;M;15;CEG KARA-TOMDE
505687;ADM;PASS;0;9;12;7;19;3;18;12;17;13;10;;188;M;20;CEG KARA-TOMDE
505688;AJ;;0;8;11;4;11;10;10;5;15;11;7;;141;M;16;CEG KARA-TOMDE
505689;ADM;PASS;3;10;13;4;16;10;13;4;12;11;12;;160;M;15;CEG KARA-TOMDE
505690;ADM;ABIEN;1;12;14;12;19;10;14;18;17;10;12;;223;M;14;CEG KARA-TOMDE
505691;ADM;PASS;6;10;13;6;15;10;11;11;9;10;;15;171;M;16;CEG KARA-TOMDE
505692;ADM;ABIEN;1;14;13;8;18;10;15;9;18;12;;14;203;F;16;CEG KARA-TOMDE
505693;ADM;PASS;0;9;10;6;18;9;14;8;17;12;;14;179;M;18;CEG KARA-TOMDE
505694;ADM;PASS;0;5;12;7;16;10;13;7;15;15;;12;172;M;14;CEG KARA-TOMDE
505695;ADM;ABIEN;0;9;13;12;20;8;18;10;14;11;9;;200;M;14;STE THERESE DE KARA
505696;ADM;ABIEN;1;11;11;14;19;10;17;15;16;10;12;;218;M;14;CEG KARA-TOMDE
505697;ADM;ABIEN;0;10;11;8;16;14;18;10;17;10;12;;200;M;17;CEG KARA-TOMDE
505698;ADM;PASS;4;11;12;6;15;8;15;9;12;10;;15;174;F;17;CEG KARA-TOMDE
505699;ADM;ABIEN;9;18;11;8;18;9;16;16;15;10;13;;216;M;13;CEG KARA-TOMDE
505700;AJ;;0;7;10;7;16;7;13;5;12;10;;7;147;M;15;CEG KARA-TOMDE
505701;AJ;;0;7;10;6;14;6;13;7;15;10;;11;150;M;17;CEG KARA-TOMDE
505702;ADM;PASS;0;7;13;9;18;10;17;9;15;10;8;;189;M;14;CPL LA VOIE DE L'UNIVERSITE DE KARA
505703;ADM;PASS;0;9;11;7;16;10;17;8;16;13;;15;187;F;18;CEG KARA-TOMDE
505704;ADM;ABIEN;3;14;14;6;16;9;16;9;18;14;;15;202;F;17;CEG KARA-TOMDE
505705;ADM;ABIEN;9;15;13;7;17;10;17;9;17;12;;15;211;F;15;CEG KARA-TOMDE
505706;ADM;PASS;0;6;9;7;16;9;12;10;12;13;11;;160;F;14;STE THERESE DE KARA
505707;ADM;ABIEN;0;13;11;10;17;7;17;10;15;12;15;;194;M;15;CEG KARA-TOMDE
505708;ADM;PASS;0;13;12;6;16;6;11;8;16;12;13;;168;F;15;CEG TCHINTCHINDA
505709;ADM;PASS;0;9;11;9;17;6;14;7;17;10;13;;174;F;17;CEG TCHINTCHINDA
505710;ADM;PASS;0;12;12;8;15;8;16;12;15;11;;11;186;F;16;CEG KARA-TOMDE
505711;ADM;PASS;0;9;11;9;17;6;18;8;16;10;;11;180;M;14;CEG KARA-TOMDE
505712;AJ;;0;4;13;4;14;7;13;6;14;11;11;;148;F;18;CEG KARA-TOMDE
505713;ADM;PASS;1;3;11;3;16;7;16;7;17;12;8;;160;M;22;CPL LA VOIE DE L'UNIVERSITE DE KARA
505714;ADM;ABIEN;7;10;16;7;18;12;15;9;15;10;15;;206;M;15;CEG KARA-TOMDE
505715;ADM;ABIEN;0;12;15;13;19;10;15;15;15;10;8;;216;M;15;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505716;ADM;PASS;0;12;9;8;19;7;17;8;17;10;;6;182;M;15;CEG KARA-TOMDE
505717;ADM;PASS;0;9;11;8;18;7;15;8;15;11;10;;174;M;21;CEG KARA-TOMDE
505718;ADM;PASS;1;6;13;4;19;8;12;4;17;0;0;;161;M;21;CEG KARA-TOMDE
505719;AJ;;0;4;11;5;15;6;9;5;13;0;;15;137;M;16;CEG KARA-TOMDE
505720;ADM;ABIEN;16;12;14;10;16;11;17;9;15;14;;15;221;F;14;CEG KARA-TOMDE
505721;ADM;PASS;8;15;14;5;16;8;15;2;13;;9;15;174;M;17;CEG KARA-TOMDE
505722;ADM;PASS;0;13;11;10;17;10;13;10;15;10;11;;186;M;14;CEG TCHINTCHINDA
505733;ADM;BIEN;0;14;16;15;17;12;17;16;17;10;15;;239;M;13;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505734;ADM;PASS;0;11;11;4;16;12;18;9;17;10;15;;190;F;20;CEG KARA-TOMDE
505735;ADM;ABIEN;0;14;13;8;17;11;18;11;17;10;13;;207;F;15;STE THERESE DE KARA
505736;ADM;PASS;0;13;11;4;16;10;14;7;13;10;13;;166;F;16;CEG KARA-TOMDE
505737;ADM;ABIEN;0;7;12;10;19;9;20;8;17;10;15;;202;F;18;CEG KARA-TOMDE
505738;ADM;ABIEN;0;7;11;11;20;8;19;12;17;13;15;;211;F;17;CEG KARA-TOMDE
505739;ADM;ABIEN;0;8;11;13;16;7;17;12;15;15;12;;197;F;19;STE THERESE DE KARA
505740;ADM;ABIEN;0;12;12;9;19;10;18;14;17;11;15;;216;M;16;CPL LA VOIE DE L'UNIVERSITE DE KARA
505741;ADM;PASS;0;8;11;10;17;6;15;8;18;15;10;;183;F;20;CEG KARA-TOMDE
505742;ADM;PASS;0;8;15;1;14;8;15;6;19;10;;15;169;F;15;CEG KARA-TOMDE
505743;ADM;ABIEN;0;11;15;12;16;10;17;8;18;11;15;;209;F;16;CEG KARA-TOMDE
505744;ADM;PASS;0;9;11;7;18;9;13;4;14;12;13;;166;F;16;CEG TCHINTCHINDA
505745;AJ;;0;3;11;3;15;9;10;2;18;11;11;;141;M;15;CEG KARA-TOMDE
505746;ADM;PASS;0;14;16;7;16;8;18;7;14;10;;15;191;F;17;CEG KARA-TOMDE
505747;ADM;ABIEN;0;9;15;5;18;10;17;7;17;10;;15;192;F;16;CEG KARA-TOMDE
505748;ADM;PASS;0;7;11;8;16;10;14;6;16;11;15;;175;F;18;CEG KARA-TOMDE
505749;ADM;BIEN;11;15;16;9;20;12;18;16;19;10;15;;251;F;14;STE THERESE DE KARA
505750;ADM;PASS;0;5;12;9;18;7;16;6;17;11;;15;181;M;19;CEG TCHINTCHINDA
505751;ADM;ABIEN;7;9;13;9;17;12;17;14;17;10;15;;219;M;15;CEG TCHINTCHINDA
505752;ADM;PASS;0;8;10;7;18;11;18;6;17;11;;15;188;F;15;CEG KARA-TOMDE
505753;ADM;PASS;0;8;10;6;16;8;15;8;17;15;14;;177;F;19;CEG KARA-TOMDE
505754;ADM;PASS;0;9;12;8;18;10;15;6;16;11;;15;185;F;17;CEG KARA-TOMDE
505755;ADM;PASS;0;9;12;8;17;11;17;7;18;11;;11;191;M;17;CEG KARA-TOMDE
505756;ADM;ABIEN;0;5;17;11;17;8;18;11;15;10;;11;200;M;15;CEG KARA-TOMDE
505757;ADM;ABIEN;0;7;13;8;19;8;20;8;15;10;15;;194;M;16;CEG TCHINTCHINDA
505758;AJ;;0;8;11;4;16;6;11;1;15;10;7;;136;M;14;CEG KARA-TOMDE
505759;AJ;;0;3;10;4;12;4;8;2;12;10;3;;107;F;20;CPL LA VOIE DE L'UNIVERSITE DE KARA
505760;ADM;TBIEN;6;12;14;12;20;13;19;18;19;15;15;;258;F;16;CEG KARA-TOMDE
505761;ADM;ABIEN;3;16;11;9;15;10;17;12;18;11;14;;208;M;19;STE THERESE DE KARA
505762;ADM;PASS;1;5;10;6;14;10;13;6;16;14;8;;160;F;20;CPL LA VOIE DE L'UNIVERSITE DE KARA
505763;ADM;PASS;2;9;11;3;17;12;15;9;17;15;11;;185;F;21;CEG KARA-TOMDE
505764;ADM;ABIEN;4;12;12;10;17;9;20;12;17;15;;15;220;F;15;CEG KARA-TOMDE
505765;ADM;PASS;0;7;11;7;14;5;13;9;15;15;8;;160;F;17;CEG TCHINTCHINDA
505766;ADM;ABIEN;0;8;13;5;18;7;19;11;19;10;15;;197;M;19;CEG TCHINTCHINDA
505767;ADM;PASS;0;12;8;8;15;10;12;10;15;11;11;;170;F;21;CEG KARA-TOMDE
505768;AJ;;0;12;11;5;10;10;9;4;16;10;;6;142;F;18;CEG KARA-TOMDE
505769;ADM;ABIEN;0;13;14;11;19;9;17;14;15;10;;15;216;M;15;CEG KARA-TOMDE
505770;AJ;;0;7;9;5;13;4;15;8;14;11;;6;144;F;18;CEG KARA-TOMDE
505771;ADM;PASS;0;13;10;5;18;10;16;9;17;10;12;;185;M;13;CEG KARA-TOMDE
505772;ADM;ABIEN;0;10;13;8;17;7;16;11;19;11;12;;195;M;15;CEG KARA-TOMDE
505773;ADM;PASS;0;10;10;11;15;6;17;13;14;10;11;;183;F;16;CEG KARA-TOMDE
505774;ADM;PASS;3;9;14;6;15;6;10;5;18;10;10;;160;F;22;CEG KARA-TOMDE
505775;AJ;;0;12;10;6;15;9;8;5;13;12;10;;146;F;14;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505776;ADM;PASS;0;9;10;8;18;7;14;7;13;10;15;;168;F;18;CEG KARA-TOMDE
505777;AJ;;0;6;9;5;13;5;9;6;13;14;12;;132;F;15;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505778;ADM;ABIEN;0;14;13;9;19;9;17;8;15;10;;15;199;M;16;CEG KARA-TOMDE
505779;ADM;PASS;3;13;12;2;17;9;12;9;15;11;;15;174;F;18;CEG KARA-TOMDE
505780;ADM;BIEN;13;17;15;7;19;11;17;9;17;15;;15;230;F;14;CEG KARA-TOMDE
505781;ADM;PASS;0;4;12;8;18;5;15;12;12;15;11;;174;M;16;STE THERESE DE KARA
505782;ADM;PASS;2;14;12;9;19;6;15;8;15;12;15;;191;M;17;CEG TCHINTCHINDA
505783;ADM;PASS;0;11;12;8;16;8;10;7;14;10;10;;161;F;15;CPL LA VOIE DE L'UNIVERSITE DE KARA
505784;AJ;;0;8;9;3;13;9;16;4;16;10;13;;151;F;18;CEG TCHINTCHINDA
505785;ADM;PASS;0;9;12;7;20;7;12;10;16;13;14;;184;F;15;STE THERESE DE KARA
505786;ADM;PASS;0;7;10;10;17;7;14;14;17;12;10;;187;F;17;CPL LA VOIE DE L'UNIVERSITE DE KARA
505787;ADM;PASS;1;8;11;4;17;10;16;4;13;11;;9;160;F;18;CEG KARA-TOMDE
505788;ADM;ABIEN;0;7;11;9;18;8;18;11;16;12;15;;196;M;18;CEG KARA-TOMDE
505789;ADM;PASS;0;7;11;9;18;4;15;13;16;14;15;;188;M;21;CEG KARA-TOMDE
505790;ADM;PASS;0;13;10;7;20;8;15;8;16;10;11;;182;F;15;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505791;ADM;ABIEN;0;9;11;6;17;9;15;13;17;15;12;;192;M;21;CPL LA VOIE DE L'UNIVERSITE DE KARA
505792;ADM;PASS;5;8;12;5;8;8;16;6;16;15;9;;160;F;14;CEG TCHINTCHINDA
505793;ADM;PASS;0;4;13;12;17;4;14;15;16;12;;8;188;M;15;CEG KARA-TOMDE
505794;ADM;ABIEN;0;13;17;11;19;9;19;7;19;10;;14;219;F;15;CEG KARA-TOMDE
505795;ADM;ABIEN;0;12;13;12;18;8;15;15;15;10;10;;204;F;16;CPL LA VOIE DE L'UNIVERSITE DE KARA
505796;ADM;ABIEN;0;11;15;6;17;10;17;9;17;10;0;;193;M;15;CEG KARA-TOMDE
505797;AJ;;0;4;9;7;11;4;12;6;11;10;7;;124;F;18;STE THERESE DE KARA
505798;ADM;PASS;0;8;12;5;16;12;15;6;16;10;;13;175;F;14;CEG KARA-TOMDE
505799;ADM;PASS;1;9;13;5;14;10;11;8;12;14;;11;161;F;16;CEG KARA-TOMDE
505800;ADM;PASS;0;8;12;4;17;7;16;8;17;10;11;;171;F;16;CEG KARA-TOMDE
505801;ADM;TBIEN;16;18;17;12;19;14;19;15;18;15;14;;271;M;16;CEG KARA-TOMDE
505802;ADM;PASS;0;10;11;3;14;10;18;6;17;12;;14;174;F;16;CEG KARA-TOMDE
505803;ADM;ABIEN;0;13;12;15;19;5;17;14;16;13;12;;214;M;19;CEG TCHINTCHINDA
505804;ADM;ABIEN;0;11;11;16;17;7;15;14;14;15;;15;209;M;16;CEG KARA-TOMDE
505805;AJ;;0;3;10;4;13;5;16;3;15;13;;8;138;F;15;CEG KARA-TOMDE
505806;AJ;;0;6;11;4;14;6;9;5;13;10;13;;133;F;18;CEG KARA-TOMDE
505807;AJ;;0;9;11;3;14;4;13;6;13;11;12;;140;F;14;CEG TCHINTCHINDA
505808;AJ;;0;3;8;3;14;4;3;2;11;14;12;;99;M;19;CEG KARA-TOMDE
505809;ADM;PASS;3;10;11;3;14;8;15;6;16;11;7;;160;F;16;CEG KARA-TOMDE
505810;ADM;PASS;1;12;12;7;14;4;13;7;14;15;;9;160;F;17;CEG KARA-TOMDE
505811;ADM;PASS;0;13;12;13;10;7;14;9;17;11;10;;178;F;14;CEG TCHINTCHINDA
505812;ADM;PASS;0;10;12;6;13;10;13;7;17;12;12;;170;F;18;CEG KARA-TOMDE
505813;ADM;ABIEN;0;12;12;9;18;10;19;10;15;10;14;;202;M;15;CEG TCHINTCHINDA
505814;ADM;PASS;0;10;12;9;17;8;13;6;16;11;12;;175;M;18;CEG KARA-TOMDE
505815;ADM;PASS;0;12;12;7;16;7;15;7;14;13;10;;171;F;15;CEG KARA-TOMDE
505816;ADM;PASS;1;5;10;7;13;11;14;7;14;13;7;;161;F;21;CEG KARA-TOMDE
505817;ADM;BIEN;0;12;16;16;17;10;19;17;17;10;;12;238;M;15;CEG KARA-TOMDE
505818;ADM;PASS;0;10;11;5;16;7;14;7;17;15;;6;169;F;17;CEG KARA-TOMDE
505819;ADM;PASS;0;7;13;9;16;7;16;11;13;15;12;;184;F;18;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505820;ADM;ABIEN;10;12;13;11;15;11;13;14;17;11;;15;216;F;16;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505821;ADM;ABIEN;0;11;11;7;17;11;16;10;19;10;;15;198;M;15;CEG KARA-TOMDE
505822;ADM;ABIEN;0;12;11;12;18;10;17;15;15;10;13;;211;M;15;STE THERESE DE KARA
505823;ADM;PASS;0;6;10;4;13;13;13;8;14;10;14;;160;M;17;CEG KARA-TOMDE
505824;ADM;ABIEN;0;9;13;10;16;8;15;12;19;14;;7;199;M;16;CEG KARA-TOMDE
505825;ADM;ABIEN;0;11;12;13;17;14;17;12;15;10;13;;214;M;18;CPL LA VOIE DE L'UNIVERSITE DE KARA
505826;ADM;PASS;3;10;15;7;13;7;15;9;15;13;8;;178;F;15;STE THERESE DE KARA
505827;ADM;PASS;0;10;14;9;14;9;13;8;19;14;7;;186;F;16;CEG KARA-TOMDE
505828;ADM;ABIEN;17;15;14;7;15;11;13;11;16;10;11;;207;F;14;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505829;ADM;ABIEN;0;9;12;11;15;12;17;6;18;14;14;;199;F;14;CEG KARA-TOMDE
505830;ADM;PASS;10;11;13;7;11;8;12;7;12;10;7;;161;F;14;CEG KARA-TOMDE
505831;ADM;PASS;0;9;13;8;14;8;11;8;16;11;5;;166;F;15;CEG KARA-TOMDE
505832;AJ;;0;5;14;4;15;6;12;5;15;10;;2;147;F;18;CEG KARA-TOMDE
505833;ADM;PASS;0;10;17;7;13;8;7;5;17;12;14;;164;F;13;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505834;ADM;ABIEN;0;12;16;12;18;7;17;15;13;10;11;;209;M;15;STE THERESE DE KARA
505835;ADM;ABIEN;0;9;17;8;19;11;19;11;18;11;12;;218;F;18;CEG KARA-TOMDE
505836;AJ;;0;8;13;3;14;3;8;5;11;10;12;;124;F;14;CEG TCHINTCHINDA
505837;ADM;PASS;0;11;13;8;14;8;13;7;15;10;;13;170;F;17;CEG KARA-TOMDE
505838;ADM;ABIEN;12;13;15;7;15;18;13;10;16;11;15;;219;F;15;CEG KARA-TOMDE
505839;ADM;PASS;1;7;12;8;14;6;14;8;13;11;12;;161;F;16;CEG KARA-TOMDE
505840;ADM;PASS;0;8;17;5;17;6;19;9;14;12;12;;186;M;18;STE THERESE DE KARA
505841;ADM;PASS;0;5;11;8;13;12;12;9;18;10;;8;171;M;18;CPL LA VOIE DE L'UNIVERSITE DE KARA
505842;ADM;ABIEN;2;17;13;14;14;12;15;19;13;11;11;;221;F;15;CEG KARA-TOMDE
505843;ADM;BIEN;0;13;13;12;16;13;17;15;17;13;14;;226;M;18;CEG KARA-TOMDE
505844;ADM;PASS;0;9;10;10;16;5;11;10;11;13;14;;162;M;16;CPL LA VOIE DE L'UNIVERSITE DE KARA
505845;AJ;;0;13;11;4;13;8;6;1;16;13;12;;136;F;16;CEG TCHINTCHINDA
505846;ADM;BIEN;0;10;14;11;17;13;18;13;18;11;;15;224;M;13;CEG KARA-TOMDE
505847;ADM;ABIEN;3;14;15;8;19;13;18;11;16;10;15;;222;M;14;CEG KARA-TOMDE
505848;ADM;PASS;0;10;10;12;14;7;16;10;15;10;14;;182;M;16;CEG TCHINTCHINDA
505849;ADM;PASS;0;9;12;7;16;8;14;9;16;11;;11;175;F;15;CEG KARA-TOMDE
505850;ADM;PASS;0;9;11;5;16;8;11;7;14;15;15;;163;F;15;CEG TCHINTCHINDA
505851;AJ;;0;4;9;10;12;8;13;6;12;10;;13;147;F;19;CEG KARA-TOMDE
505852;ADM;PASS;0;11;15;7;16;8;14;6;16;10;13;;178;M;15;CEG KARA-TOMDE
505853;ADM;ABIEN;0;10;14;15;18;10;19;11;16;10;14;;220;M;13;CEG TCHINTCHINDA
505854;ADM;PASS;0;10;11;8;15;10;13;5;16;14;0;;170;F;18;CEG KARA-TOMDE
505855;ADM;ABIEN;0;13;14;13;15;7;19;9;15;13;9;;200;F;20;CPL LA VOIE DE L'UNIVERSITE DE KARA
505856;ADM;ABIEN;0;8;14;11;16;10;16;11;13;11;11;;192;M;17;CEG KARA-TOMDE
505857;ADM;ABIEN;0;15;12;7;18;9;19;7;15;15;13;;197;M;19;CEG KARA-TOMDE
505858;AJ;;0;8;11;8;10;4;14;8;12;10;9;;142;F;17;CEG TCHINTCHINDA
505859;AJ;;1;9;13;5;10;10;11;3;14;10;10;;142;M;18;CEG TCHINTCHINDA
505860;ADM;ABIEN;0;12;13;13;13;12;14;13;12;10;8;;192;F;16;CPL LA VOIE DE L'UNIVERSITE DE KARA
505861;AJ;;0;6;10;4;13;7;10;5;15;10;11;;135;F;17;CEG KARA-TOMDE
505862;ADM;PASS;1;7;11;4;14;6;14;7;18;10;14;;160;M;20;CEG TCHINTCHINDA
505863;AJ;;0;9;10;2;14;7;15;5;16;10;13;;150;M;17;CEG KARA-TOMDE
505864;ADM;PASS;0;11;13;9;15;6;15;7;11;15;10;;168;M;18;STE THERESE DE KARA
505865;ADM;PASS;0;10;10;8;17;11;12;5;15;13;;6;169;F;19;CEG KARA-TOMDE
505866;ADM;PASS;0;9;12;7;17;5;15;8;12;11;15;;167;F;17;CEG KARA-TOMDE
505867;ADM;PASS;0;5;14;6;18;8;14;8;13;10;;3;167;M;15;CEG KARA-TOMDE
505868;ADM;ABIEN;0;14;12;12;17;8;20;12;13;10;13;;205;M;16;CEG TCHINTCHINDA
505869;ADM;PASS;0;13;12;5;16;5;16;8;14;10;13;;168;F;14;CEG KARA-TOMDE
505870;ADM;PASS;0;12;12;11;16;6;14;12;10;10;13;;177;M;14;COLLEGE SINAÏ DES ASSEMBLEES DE DIEU
505871;AJ;;0;10;11;8;11;6;13;6;14;10;;7;148;M;15;CEG KARA-TOMDE
505872;AJ;;0;5;11;7;13;6;11;7;15;12;;7;147;F;19;CEG KARA-TOMDE
505873;ADM;PASS;1;6;12;7;15;6;13;8;14;14;6;;161;F;16;CEG KARA-TOMDE
505874;ADM;PASS;0;12;11;10;17;9;14;11;13;10;14;;186;F;17;CEG KARA-TOMDE
505875;ADM;BIEN;13;18;15;13;17;11;17;16;14;10;10;;237;M;16;CEG KARA-TOMDE
505876;AJ;;0;8;11;2;13;3;16;4;13;13;;7;135;M;18;CEG KARA-TOMDE
505877;AJ;;0;5;13;7;10;8;14;5;12;10;9;;143;F;18;CEG TCHINTCHINDA
505878;ADM;PASS;4;7;13;6;14;7;14;4;15;11;;12;160;M;19;CEG KARA-TOMDE
505879;ADM;PASS;0;7;12;4;16;7;19;9;16;10;12;;175;M;18;CEG KARA-TOMDE
505880;AJ;;0;8;10;7;14;5;14;7;11;10;13;;147;F;16;CEG TCHINTCHINDA
505881;ADM;PASS;0;11;11;7;18;9;17;6;15;14;;13;184;F;16;CEG KARA-TOMDE
505882;ADM;BIEN;0;14;15;13;18;13;17;13;17;0;12;;228;F;14;CEG KARA-TOMDE
505883;ADM;BIEN;3;15;16;14;18;9;18;14;15;14;;12;232;M;19;CEG KARA-TOMDE
505884;AJ;;0;7;12;7;15;8;9;5;7;12;;3;135;M;17;CEG KARA-TOMDE
505885;ADM;PASS;0;14;13;10;17;7;16;8;14;13;13;;190;M;15;CPL LA VOIE DE L'UNIVERSITE DE KARA
505886;ADM;PASS;0;9;12;11;14;8;16;8;16;15;;15;189;F;14;CEG KARA-TOMDE
505887;ADM;PASS;1;2;10;9;17;6;16;3;15;15;6;;160;F;20;CPL LA VOIE DE L'UNIVERSITE DE KARA
505888;ADM;ABIEN;0;5;17;5;19;10;13;13;14;12;;14;193;M;18;CEG KARA-TOMDE
505889;ADM;PASS;1;3;14;8;17;7;13;5;12;14;0;;160;F;18;CEG KARA-TOMDE
505890;ADM;ABIEN;0;9;15;7;19;10;17;17;14;12;12;;211;M;17;CEG KARA-TOMDE
505891;ADM;BIEN;0;13;18;16;17;9;17;18;17;10;15;;242;F;15;CEG KARA-TOMDE
505892;AJ;;0;4;13;6;17;5;10;6;16;10;9;;150;F;20;STE THERESE DE KARA
505893;ADM;PASS;0;4;11;12;18;7;18;13;12;10;10;;186;M;14;CEG KARA-TOMDE
505894;ADM;ABIEN;0;16;11;12;19;9;17;15;18;10;13;;221;F;17;STE THERESE DE KARA
505895;ADM;TBIEN;7;13;18;14;19;14;19;16;18;10;15;;261;F;14;CEG TCHINTCHINDA
505896;AJ;;0;8;11;8;12;6;11;5;8;10;5;;130;M;14;CEG KARA-TOMDE
505897;ADM;ABIEN;0;5;17;12;19;10;18;12;17;13;15;;223;M;16;CEG KARA-TOMDE
505898;ADM;ABIEN;0;12;12;12;19;8;15;9;13;11;15;;194;M;14;CEG TCHINTCHINDA
505899;ADM;ABIEN;0;13;18;7;17;10;15;6;14;15;15;;197;F;14;CEG TCHINTCHINDA
505900;ADM;PASS;0;4;11;9;16;10;13;8;13;14;8;;168;F;21;CEG TCHINTCHINDA
505901;ADM;PASS;0;11;14;8;14;9;15;7;14;10;8;;173;F;17;CEG TCHINTCHINDA
505902;AJ;;0;4;10;3;11;6;9;4;14;11;7;;119;F;19;CEG KARA-TOMDE
505903;ADM;PASS;0;8;11;5;16;8;14;8;14;15;10;;165;F;16;CEG KARA-TOMDE
505904;ADM;BIEN;0;9;15;14;18;9;18;18;16;11;;5;226;M;15;CEG KARA-TOMDE
505905;AJ;;0;7;12;6;10;4;12;3;10;10;12;;123;F;19;CEG TCHINTCHINDA
505906;AJ;;0;6;15;6;11;4;7;4;11;10;12;;124;F;15;CEG TCHINTCHINDA
505907;ADM;PASS;0;4;13;5;18;8;14;11;14;10;12;;172;F;15;CEG TCHINTCHINDA
505908;ADM;PASS;0;5;11;10;16;6;17;11;15;10;15;;182;M;15;CEG TCHINTCHINDA
505909;AJ;;0;6;12;2;13;5;10;7;16;14;11;;141;M;19;CEG KARA-TOMDE
505910;ADM;PASS;1;14;13;6;15;8;11;7;12;10;;11;160;M;19;CEG KARA-TOMDE
505911;AJ;;0;9;11;2;16;7;8;5;15;13;14;;144;M;23;CEG KARA-TOMDE
505912;AJ;;0;12;14;4;14;3;13;4;14;11;11;;146;F;18;CEG KARA-TOMDE
505913;ADM;PASS;0;10;14;7;14;11;11;9;15;10;14;;176;F;14;CEG KARA-TOMDE
505914;ADM;PASS;0;10;16;9;11;11;13;6;12;13;;15;174;M;14;CEG KARA-TOMDE
505915;ADM;ABIEN;0;12;13;8;19;9;16;15;17;15;13;;214;M;15;STE THERESE DE KARA
505916;ADM;ABIEN;4;13;11;11;18;12;17;14;15;11;13;;217;F;17;CEG KARA-TOMDE
505917;ADM;ABIEN;2;8;10;13;17;10;15;12;18;10;;15;205;F;14;CEG KARA-TOMDE
505918;ADM;PASS;0;5;13;11;16;5;14;11;10;15;10;;170;F;15;STE THERESE DE KARA
505919;ADM;PASS;0;6;12;8;16;8;17;8;13;10;9;;170;M;17;CPL LA VOIE DE L'UNIVERSITE DE KARA
505931;ADM;PASS;0;12;15;9;14;10;15;8;13;14;13;;187;M;13;COLLEGE CHAMINADE
505932;ADM;PASS;0;7;13;7;15;8;15;10;15;10;15;;178;M;15;COLLEGE PROTESTANT
505933;ADM;ABIEN;0;11;13;14;13;8;17;13;17;15;15;;211;F;14;COLLEGE CHAMINADE
505934;ADM;ABIEN;0;14;12;12;16;10;15;12;17;10;15;;207;F;18;COLLEGE ADELE - KARA
505935;ADM;PASS;0;4;9;8;15;11;10;11;14;10;14;;164;M;16;CEG SARA-KAWA
505936;ADM;BIEN;3;16;12;16;20;15;18;13;18;12;15;;250;M;13;COLLEGE ADELE - KARA
505937;AJ;;1;9;12;5;14;9;12;4;8;10;;13;141;F;15;COLLEGE PROTESTANT
505938;ADM;ABIEN;6;14;13;7;16;13;18;11;18;13;;15;220;F;13;CS LA FONTAINE
505939;ADM;BIEN;2;14;15;15;18;13;17;15;12;12;15;;233;M;17;COLLEGE ADELE - KARA
505940;ADM;PASS;0;7;15;6;18;9;18;6;15;15;;15;191;F;15;COLLEGE PROTESTANT
